name,country,contact_person,email,products,division
Astha Ferro Alloys,India,,"gautam.afapl@gmail.com
yash@asthaferroalloys.com",HCFEMN,ORES AND ALLOYS
Bihar Foundary,India,"7803052643 
917566505669
 9631087691"," gbudhia@gmail.com   exim.bfcl@gmail.com  
rishi.bfcl@gmail.com",HCFEMN,ORES AND ALLOYS
"Zestafoni Ferroalloys Plant
Georgian Manganese LLC (GM)",Georgia,,"chancellery@vhpp.ge
gm-chancellery@gm.ge
info@gm.ge
office@gm.ge",,ORES AND ALLOYS
Chiaturmanganum Georgia LLC,Georgia,,"BERIDZE@CHMG.COM.GE
MISHA.JANIASHVILI@YAHOO.COM
INFO@CHMG.COM.GE
KVITAISHVILI.A@CHMG.COM.GE
CHMGMN@GMAIL.COM",,ORES AND ALLOYS
RUSALLOYS Ltd,Georgia,995 322 24 40 60,info@rusalloys.com,,ORES AND ALLOYS
Kaz Ferro Chrome,Kazakhstan,,"sales@kazferrogroup.kz
office@kazferrogroup.kz",,ORES AND ALLOYS
Georgia Metal LLC,Georgia,0099-5599184777,antadze.ga@gmail.com,HCFEMN,ORES AND ALLOYS
Trans Alloys,South Aferica,41-796779477,yves.boverat@afrominerals.ch,HCFEMN,ORES AND ALLOYS
Jai Balaji Industries Ltd.,India,+91 9230616691,tahmeed@jaibalajigroup.com,,ORES AND ALLOYS
Nava Bharat Ventures Ltd,India,,divakar.k@navalimited.com,,ORES AND ALLOYS
Mineral Zone (Pty) Ltd,South Aferica,.+27(0) 62 524 4801  , sandy@mineralzonesa.com   claude@mineralzonesa.com; ,,ORES AND ALLOYS
Bangladesh steel rolling mill,Bangladesh,88 0312854901,,,ORES AND ALLOYS
Amar Ferro Alloys Ltd,Zambia,+91 9449313485,rashmi@amarferroalloys.com,HEFEMN 75,ORES AND ALLOYS
"ChangXing Ferroalloy Resources Co.,Ltd",China,86 18317337771,lang@cxferroalloy.com,MN,ORES AND ALLOYS
"BH Minerals Co.,Ltd",China,86-13898833430,fl.zhao@hotmail.com,"LCFECR,FEV,",ORES AND ALLOYS
"Zhenxin Metallurgical Materials Co., Ltd.",China,86 15565711616 ,sale05@zxferroalloy.com,LCFECR,ORES AND ALLOYS
"Anyang Penghang Metallurgical Refractory Co., LTD",China,86 139 3868 0719,Sales3@phyjnc.com,LCFECR,ORES AND ALLOYS
"ANYANG HONGSHUN INDUSTRIAL CO.,LTD.",China,86-18567796851,nancy@hongshunalloy.com,LCFECR,ORES AND ALLOYS
Lanzhou Sunrising Ferroalloys Co.Ltd ,China,8618919127224        86 18919106734  , info@westfesi.com sales@westfesi.com ,LCFECR,ORES AND ALLOYS
Anyang feng fan silicon industries co ltd,China,86- 18738288474,ayffgygs@163.com,LCFECR,ORES AND ALLOYS
Anyang County Changfeng Ferroalloy Factory.,China,86 155 1881 9994,sales@aycf-metal.com,LCFECR,ORES AND ALLOYS
"SINOGU INDUSTRY CO., LTD
YUANJIN INDUSTRIAL LIMITED / Erdos Xijing Mining and Metallurgy Limited.",China,86-15807711280,sales@sinogu.com,LCFECR,ORES AND ALLOYS
Henan Xinxin Silicon Alloy Co.Ltd.,China,86-372-5375259,judy@ferrosialloy.com,LCFECR,ORES AND ALLOYS
V-Resource Ltd,China,86-13787087383,wusongqin@v-resource.com,LCFECR,ORES AND ALLOYS
"Anyang Jinfengda Metallurgical Co., Ltd.",China,+86 18749310967,meng@ayjfd.com,"LCFECR,MG METAL",ORES AND ALLOYS
"Anyang Jinyuan Supply Chain Management Co., Ltd.",China,"86 18749310967
86 15226180657","sales01.jsc@jscferroalloy.com
jingjlily@gmail.com 
emma@ayjfd.com
jscferroalloy@jscferroalloy.com",LCFECR,ORES AND ALLOYS
"HK WSM STEEL SERVICE CO. , LIMITED",China,86 155 151 00024,sale@wsm-stlsvc.com,,ORES AND ALLOYS
"Anyang KongFang Metallurgical New Material Technology Co., Ltd",China,86 135 26120097,info@kfferrosilicon.com,,ORES AND ALLOYS
ALL MINMETAL (AMI Metallurgical HK Ltd),China,"85-269332060
85-260247088 / 
86-19518796771
86-18898831629","cynthiacui@amim.com.hk
kevinlam@amim.com.hk
christinaning@ami-group.co",,ORES AND ALLOYS
"Anyang County jiacheng Metallurgy Refractory Co., Ltd",China,86-18839705885,han@ayjcmetallurgy.com,,ORES AND ALLOYS
"ChangXing Ferroalloy Resources Co.,Ltd",China,"86 18317337771
86-18637233145","lang@cxferroalloy.com
alex@cxferroalloy.com","MCFECR CR,
LCFECR CR",ORES AND ALLOYS
"Anyang Huahengfan Metallurgical Refractories Co.,Ltd",China,86 13569099603,"doris@huahengfan.com
yundi@huahengfan.com",,ORES AND ALLOYS
"Inner Mongolia Jinzhong Chemical Co., Ltd",China,86-17331026089,vivian@jinzhongchem.com,,ORES AND ALLOYS
"Shenyang Credit Metal Co., Ltd",China,86-15241830286,chen.su123@qq.com,,ORES AND ALLOYS
Eastop,China,86-28-85369961,info@eastopsc.com,,ORES AND ALLOYS
"Henan Yunzhao Metal Material Co., Ltd",China,,yaokun1112@outlook.com,,ORES AND ALLOYS
"Foosoon Trading Co., Ltd",,"86-15603722230
86-16668336325","admin@foosoonhk.com
sale@foosoonhk.com",,ORES AND ALLOYS
Jai Balaji Industries Ltd.,India,9230616691,tahmeed@jaibalajigroup.com,LCFECR,ORES AND ALLOYS
BALASORE ALLOYS LIMITED,India,"86-13911798061
9073975541

9903557436","Singhvijay@hotmail.com 
vijaysingh@ispat-china.com
suman.mondal@balasorealloys.com

prasanna.rout@balasorealloys.com",LCFECR,ORES AND ALLOYS
Indiano Chrome Pvt Ltd,India,"91-9923429544
91-9699714293","bajaj@indianoferro.com
sales@indianoferro.com
marketing@indianoferro.com
info@indianoferro.com",LCFECR,ORES AND ALLOYS
 SKP Group (NNP Ferro Alloys Pvt. Ltd),India,"9903967121
+91-6292280117

7908911066","amit.majumder@skpgroup.in
dipankar.skpmerchants@gmail.com

sgm.marketing@skpgroup.in- Domastic
deepankar.kumar@skpgroup.in- Domastic",LCFECR,ORES AND ALLOYS
Shyam Group,India,8100127258,"cral@shyamgroup.com mnal@shyamgroup.com krishanu.singha@shyammetalics.com
debajyoti.biswas@shyamgroup.com",CR,ORES AND ALLOYS
Access Metals Industries  ,India,91- 7001079050  ,sales@accessindustriesindia.com,LCFECR,ORES AND ALLOYS
"ETIMET 
Eti Elecktrometalurji A.S.",Turkey,,info@etimet.com,LCFECR,ORES AND ALLOYS
indiano Global LLC (Indiano Alloys & Minerals Redefined),UAE,971-561644816,mayank@indianoglobal.com,"COKE,LCFECR",ORES AND ALLOYS
Jai Balaji Industries Ltd.,India,9230616691,tahmeed@jaibalajigroup.com,,ORES AND ALLOYS
Arrk Ferro Alloys LLP,India,9163219664,raghav@arrkferro.com,CR,ORES AND ALLOYS
 SKP Group (NNP Ferro Alloys Pvt. Ltd),India,"9903967121
+91-6292280117

7908911066","amit.majumder@skpgroup.in
dipankar.skpmerchants@gmail.com

sgm.marketing@skpgroup.in- Domastic
deepankar.kumar@skpgroup.in- Domastic",CR,ORES AND ALLOYS
BALASORE ALLOYS LIMITED,India,"86-13911798061
9073975541

9903557436","Singhvijay@hotmail.com 
vijaysingh@ispat-china.com
suman.mondal@balasorealloys.com

prasanna.rout@balasorealloys.com",CR,ORES AND ALLOYS
Surya Alloys Industries Limited,India,9830141144,abhinav1610@gmail.com,,ORES AND ALLOYS
FACOR Alloys Limited,India,0091 11 41072935,"rks@falgroup.in
kishor@falgroup.in",,ORES AND ALLOYS
Rungta Industries (Tirumala Balaji),India,9830088987,arindam@rungtaindustries.com;  manoj@rungtaindustries.com,,ORES AND ALLOYS
Shyam Group,India, 9874322454,"debajyoti.biswas@shyamgroup.com

cral@shyamgroup.com (Not Send in inquiry) mnal@shyamgroup.com krishanu.singha@shyammetalics.com",CR,ORES AND ALLOYS
Jajoo Group,,9636499999,suraj@jajoogroup.com,,ORES AND ALLOYS
Shakambhari  Group of Industries.,India,9330011021    7605076366,"bivas.ganguly@shakambharigroup.in
mridul.agarwal@shakambharigroup.in",,ORES AND ALLOYS
Rashmi Group,India,9007563320,"smghosh@rashmigroup.com
siribabu@rashmigroup.com
chinmoy.bc@rashmigroup.com
shravan.jha@rashmigroup.co.in
basudev.sarkar@rashmigroup.com",CR,ORES AND ALLOYS
Lalwani Ferro Alloys Ltd.,India,8013338212,"marketing@lalwaniferroalloys.com
sandeep@lalwaniferroalloys.com",,ORES AND ALLOYS
Indian Metals & Ferro Alloys Limited (IMFA),India,91-7077773315,anshulmishra@imfa.in,HCFECR,ORES AND ALLOYS
Tata Steel (Ferro Alloys Div.),India,"91-9262692112 
91 7719964228","ankit.babde@tatasteel.com
nirmalya.mandal1@tatasteel.com",HCFECR,ORES AND ALLOYS
Golden Crystal International,South Aferica Zimbabwe,,kartik@goldencrystalinternational.com,HCFECR,ORES AND ALLOYS
Indsil Group of companies,Oman,,"skraju@atifoman.com
unreddy@atifoman.com
krishnendu@atifoman.com",CR,ORES AND ALLOYS
Shah Alloys,India,,meghal.shah@salsteel.co.in,HCFECR,ORES AND ALLOYS
Part Gowal Giti Company,Iran,,partgowal.sahar@gmail.com,HCFECR,ORES AND ALLOYS
Shyam Group,India,8100127258,exportsales@shyamgroup.com cral@shyamgroup.com mnal@shyamgroup.com krishanu.singha@shyammetalics.com,FESI,ORES AND ALLOYS
Lakshmi Metals & Alloys Pvt Ltd Vizianagram,India,9845075755,lmaplgvd@gmail.com,FESI,ORES AND ALLOYS
Berry Alloys Ltd,India,"91-8359000060
65-98951280",mktg@berryalloys.com  mktg@srmcommercials.com,"FESI
ONLY DOMESTIC, NOT EXPORT",ORES AND ALLOYS
Maithan Alloys Ltd,India,9434080301,"office@maithanalloys.com 
marketing@maithanalloys.com","FESI
ONLY DOMESTIC, NOT EXPORT",ORES AND ALLOYS
Maithan Steel & Power Limited ,India,9647659399,ab@maithansteel.com,FESI,ORES AND ALLOYS
Pioneer Carbide Pvt Ltd,India,94-35617777,"utkarsh@pcpl.co
sales@pcpl.co",FESI,ORES AND ALLOYS
Gasgen Ferro Alloys,India,,"corporate@gasgenferro.com
sales@gasgenferro.com",FESI,ORES AND ALLOYS
Rhodium Ferro Alloys Pvt Ltd,India,,rhodium@ferroalloys.net ,FESI,ORES AND ALLOYS
RNB Carbides and Ferro Alloys Pvt Ltd.,India,91-8132953936,ferro@Rnbgroup.org ,FESI,ORES AND ALLOYS
Nava Bharat Ventures Ltd,India,+91 99484 44114,divakar.k@navalimited.com,FESI,ORES AND ALLOYS
Bhutan Carbide & Chemicals,Bhutan,91-9674323886,bcclmktg.cal@gmail.com,FESI,ORES AND ALLOYS
Druk Wang Alloys Limited,Bhutan,971 17 11 04 34  +975-5-251307,"dwal.mkt@gmail.com
chimidn@yahoo.com
drukwang@gmail.com",FESI,ORES AND ALLOYS
"Druk Ferro Alloys Limited,",Bhutan,,"drukferro2011@gmail.com 
knamgyel2002@gmail.com",FESI,ORES AND ALLOYS
SD Eastern Bhutan Ferro Silicon Pvt.Ltd,Bhutan,"91- 7086888790
975-17131830",salesbhutan2021@gmail.com salessdbhutan@gmail.com rajkumar_patro@yahoo.com  talukdarngp1@gmail.com,,ORES AND ALLOYS
Ugen Ferro Alloys Pvt. Ltd,Bhutan,"9831058811
9932021000","bhutanshreyan@gmail.com
rishibhutan@gmail.com",FESI,ORES AND ALLOYS
,Bhutan,9830971110,sandipghosh@taiind.com,,ORES AND ALLOYS
Rima Industrial S/A,Brazil,,jrf@rima.com.br,FESI,ORES AND ALLOYS
The Egyptian Ferroalloys co.,Egypt,1064584478,"fatma_ewis@yahoo.com
eidmohlel@yahoo.com
sharabiefaco@hotmail.com
sharabiefaco@gmail.com
ehab.efaco@gmail.com",FESI,ORES AND ALLOYS
ALL MINMETAL (AMI Metallurgical HK Ltd),China,"85-269332060
85-260247088 / 
86-19518796771
86-18898831629","cynthiacui@amin.com.hk
kevinlam@amim.com.hk
christinaning@ami-group.co","SIMN, FEMN HC, FEMN MC, FEMN LC, FECR HC, FECR LC, FEB, FEMGSI, BASI, BACASI, FEZRSI, FESRSI, FESI RE, FEP, FES, FETI, FEV, FEMO, FENB, MG GRANULAR, MG ALLOY, MN METAL FLAKES, MN METAL LUMP, MN POWDER, MN BRIQUETTE, SI METAL LUMP, SI POWDER, CA METAL LUMP, CA GRANULAR, HIGH PURITY CA, CA SOLID WIRE, MISCHMETAL METAL INGOT, CR METAL, CAMG, CAAL, MNAL, NITRIDED MN METAL, CASI, FEMGSI, CA GRANULAR, CA SOLID WIRE, FEB, BASI, FESI RE, CALCINED PET. COKE, STEEL STRIPS, FETI, FEMO, FEV, NITRIDED MN METAL, NITRIDED FESI, NITRIDED FECR, CALCIUM CYANIDE",ORES AND ALLOYS
Anyang County Changfeng Ferroalloy Factory.,China/ Hongkong,86 155 1881 9994,sales@aycf-metal.com,"SIMN, FEMN HC, FEMN MC, FEMN LC, FECR HC, FECR LC, FEB, FEMGSI, BASI, BACASI, FEZRSI, FESRSI, FESI RE, FEP, FES, FETI, FEV, FEMO, FENB, MG GRANULAR, MG ALLOY, MN METAL FLAKES, MN METAL LUMP, MN POWDER, MN BRIQUETTE, SI METAL LUMP, SI POWDER, CA METAL LUMP, CA GRANULAR, HIGH PURITY CA, CA SOLID WIRE, MISCHMETAL METAL INGOT, CR METAL, CAMG, CAAL, MNAL, NITRIDED MN METAL, CASI, FEMGSI, CA GRANULAR, CA SOLID WIRE, FEB, BASI, FESI RE, CALCINED PET. COKE, STEEL STRIPS, FETI, FEMO, FEV, NITRIDED MN METAL, NITRIDED FESI, NITRIDED FECR, CALCIUM CYANIDE",ORES AND ALLOYS
"Anyang County jiacheng Metallurgy Refractory Co., Ltd",China,86-18839705885,han@ayjcmetallurgy.com,"FERRO SILICON, 
HIGH PURITY(HP) FERRO SILICON, 
ATOMIZED FERRO SILICON, 
LOW CARBON (LC)FERRO CHROME, 
HIGH CARBON FERRO SILICON, 
ELECTROLYTIC MANGANESE FLAKE, 
SILICON METAL, 
FERRO MANGANESE, 
SILICON BALL, 
SILICON CARBIDE, 
COAL BRIQUETTE,
GRAPHITE PETROLEUM COKES (GPC)",ORES AND ALLOYS
Anyang feng fan silicon industries co ltd,China,86- 18738288474,ayffgygs@163.com,FESI,ORES AND ALLOYS
"Anyang Guoqi Silicon Industry Co.,Ltd",China,86-18633897900,"sales02@siliconxg.com
manager@siliconxg.com
sales03@siliconxg.com","LOW ALUMINUM SILICON, L C FERRO MANGANESE, L C FERRO CHROME, H C FERRO MANGANESE, H C FERRO CHROME, CALCIUM SILICON ALLOY, SILICON MANGANESE ALLOY, ELECTROLYTIC MANGANESE METAL, FERRO SILICON MANGANESE, FERRO SILICON ZIRCONIUM, METAL CALCIUM, ELECTROLYTIC MANGANESE, MANGANESE METAL, MAGNESIUM METAL, SILICON ZIRCONIUM, SILICON CHROMIUM, SILICON CHROMIUM ALLOY, HIGH CARBON FERRO SILICON, SILICON NITRIDE, ANTIMONY INGOT, MG INGOT, HIGH CARBON FERRO CHROME, LOW CARBON FERRO CHROME, HIGH CARBON FERRO MANGANESE, LOW CARBON FERRO MANGANESE, MICRO CARBON FERRO MANGANESE, CALCIUM SILICON, SI-AL-CA-BA ALLOY, FERRO CALCIUM SILICON, SILICON BARIUM, FERRO TITANIUM, CALCIUM ALUMINUM ALLOY, FERRO SILICON BARIUM, SILICON MANGANESE BRIQUETTE, SILICON ZIRCONIUM, FERRO SILICON NITRIDE, FERRO SILICON, SILICON MANGANESE, SILICON CALCIUM BARIUM ALLOY, HIGH CARBON SILICON





",ORES AND ALLOYS
"Anyang Hongshun Industria Co.,Ltd.",China,"86-18567796851
86-18837209569","nancy@hongshunalloy.com
jassie@hongshunalloy.com","FERRO SILICON, CALCIUM SILICON, HIGH CARBON SILICON, SILICON BRIQUETTE, SILICON METAL LUMP, FERRO SILICON LUMP, FERRO SILICON, FERRO SILICON ALLOY GRANULE, FERRO SILICON POWDER, CALCIUM SILICON LUMP, CALCIUM SILICON ALLOY, FERRO SILICON BRIQUETTE, FERRO SILICON BALL, HIGH QUALITY FERRO SILICON BRIQUETTE, HIGH CARBON SILICON ALLOY, SILICON CARBON ALLOY, SILICON BRIQUETTE, SILICON METAL





",ORES AND ALLOYS
"Anyang Huahengfan Metallurgical Refractories Co.,Ltd",China,86 13569099603,doris@huahengfan.com,"FERRO MANGANESE, SILICON METAL, SILICON CARBON ALLOY AND POWDER, CORED WIRE, FERRO CHROME, SILICON MANGANESE ALLOY, SILICON CARBIDE, FERROSILICON, FERRO SILICOM POWDER, FERRO SILICON BALL, CALCIUM SILICON, SILICON SLAG, ELECTROLYTIC MANGANESE METAL FLAKE, RECARBURIZE, AL-MN-FE ALLOY, SILICON ALUMINUM BARIUM CALCIUM ALLOY, SILICON ALUMINUM FERRO, FERROSILICON INOCULANT, NODULIZER(FESIMGRE ALLOY)",ORES AND ALLOYS
"Anyang Huatuo Metallurgy Co., Ltd",China,86 18037296649,luna@sialloy.com,FESI,ORES AND ALLOYS
"Anyang Jbt Metallurgical Refractory Co.,Ltd.",China,"86 15937282819   
86-15836388218","tom@ayjbtmetal.com 
sales@ayjbt.com","SILICON CARBON ALLOY, SILICON METAL, SILICON CARBIDE, FERRO SILICON, SILICON SLAG, CALCIUM SILICON, CORED WIRE, FERRO CHROME, FERRO MANGANESE, MICRO SILICA, SILICON BRIQUETTE, RECARBURIZER, BARIUM SILICON, FERRO SILICON MAGNESIUM, SIAIBACA ALLOY, FERRO PHOSPHORUS, INOCULANT, IRON PYRITE, FERROSILICON BRIQUETTE, PULVERIZED COAL INJECTION, GRAPHITE BRIQUETTE",ORES AND ALLOYS
"Anyang Jinfang Metallurgy Co.,Ltd",China,"86-15824691859

86-18737101421","xiangri_08@hotmail.com  sophia.wang@ayjf-metal.com

nancylovecat@outlook.com","SILICON METAL, FERRO SILICON, FERRO SILICON ALLOY, FERRO SILICON POWDER, SILICON GRANES, FERRO SILICON LUMPS, CALCIUM SILICON, HIGH CARBON SILICON, SILICON CARBIDE, SILICON SLAG, CARBON RAISER, GPC",ORES AND ALLOYS
"Anyang Jinfengda Metallurgical Co., Ltd.",China,,meng@ayjfd.com,"SILICON CARBIDE, SILICON ALUMINIUM BARIUM CALCIUM, SILICON METAL, FERRO SILICON, FERROSILICON MAGNESIUM WITH RARE EARTH, CARBON ADDITIVE, NITRIDED LOW CARBON FERRO CHROME, SILICON SLAG, SILICON CALCIUM CORED WIRE, FERRO ALUMINIUM, FERRO MANGANESE, MANGANESE BRIQUETTES, ELECTROLYTIC MANGANESE METAL FLAKES, CALCIUM SILICON ALLOY, LOW CARBON FERRO CHROME, MANGANESE METAL LUMPS, FERRO SILICON CHROME, FERRO SILICON ALUMINIUM, FERRO SILICON STRONTIUM INOCULANT, FERRO SILICON ZIRCONIUM, SILICON BARIUM CALCIUM, FERRO SILICON BARIUM, CALCIUM METAL",ORES AND ALLOYS
"Anyang Jinyuan Supply Chain Management Co., Ltd.",China,"86 18749310967
86 15226180657","sales01.jsc@jscferroalloy.com
jingjlily@gmail.com 
emma@ayjfd.com
jscferroalloy@jscferroalloy.com","
MCFECR, SI, FESI, SILICON CARBIDE, SILICON CARBON ALLOY, CALCIUM SILICON, FERRO MANGANESE SILICON, MANGANESE INGOT, ELECTROLYTIC MANGANESE METAL, HC, MC, LCFEMN, RECARBURIZER CARBON",ORES AND ALLOYS
"Anyang Lishi Industrial Co., Ltd",China,86-18739729326,sale02@lsalloy.com,FESI,ORES AND ALLOYS
"Anyang Lishi Industrial Co., Ltd",China,,sale08@lsalloy.com,"CALCIUM SILICON, FERROSILICON, CALCIUM SILICON BARIUM INOCULANT, FESIMG NODULIZER MANUFACTURE (OWN FACTORY), SILICON CARBIDE, FERROCHROME, SILICA FUME, SILICON METAL SODA FELDSPAR POWDER",ORES AND ALLOYS
"Anyang Lishi Industrial Co., Ltd",China,86-15837207537,info@isalloy.com,FESI,ORES AND ALLOYS
"Anyang Weyan Alloy Co., Ltd",China,+86 18567802263,"aria@wyalloys.com
aniya@wyalloys.com",FESI,ORES AND ALLOYS
"Anyang Xinlongsen Metallurgical Material Co.,LTD.",China,"86 19503638030
86 173 3727 5460","katherine@ayxlsyj.com
vera@ayxlsyj.com","SILICON METAL,FESI,SIMN, SILICON-CARBON ALLOY",ORES AND ALLOYS
"Anyang xinyi Alloy Co., Ltd",China,86-15824614766,yanmeiaini2008@sina.com  niki@ayxinyi.cn,"FESI, CALCIUM METAL",ORES AND ALLOYS
"Anyang Yuda Metallurgical New Materials Co., Ltd",China,86-18695958515,1589869109@qq.com,"
FESICA, FESIMG, INOCULANT, FESIBA, FESI, FESISR, FESIZR, FERRO SILICON, CALCIUM METAL, CA WIRE, FESI BRIQUETTE, SIC BRIQUETTE, CORED WIRE",ORES AND ALLOYS
"Anyang Yuneng Metallurgy Refractory Co., Ltd",China,86-18530601892, info@yn-alloy.com,FESI,ORES AND ALLOYS
"Anyang Zhaojin Ferroalloys Co.,Ltd ",China,"86-15037248706
86 14709591117","adams@zjferroalloy.com
sales1@zjferroalloy.com
jackzheng@zjferroalloy.com","FESI, CASI, FERROMANGANESE, FERRO CHROME, SILICON METAL, MGMETAL, SILICON CHROME ALLOY, CALCIUM SILICON ALLOY, MANGANESE SILICON ALLOY, CARBON SILICON ALLOY, SILICON CARBIDE, CASI CORED WIRE





",ORES AND ALLOYS
"Anyang Zhengzhao Metallurgical Refractory Co.,Ltd",China,86 15514008571,catherine@zzferroalloy.com,FESI,ORES AND ALLOYS
"Anyang Zhenxin Metallurgical Materials Co., Ltd.",China,"86 18637215035
86 18637217025
86 15565711616 ","sale04@zxferroalloy.com
sale07@zxferroalloy.com
sale05@zxferroalloy.com",FESI,ORES AND ALLOYS
"Aon Metal and Materials Co., Limited",China,86 166 2737 9495,albert.shen@aonmetal.com,"ALLOY CORED WIRE, ATOMIZED FERROSILICON, CALCIUM CORED WIRE, CALCIUM IRON CORED WIRE, CALCIUM METAL, CALCIUM SILICON, CALCIUM SILICON CORED WIRE, CARBON CORED WIRE, CARBON RAISER, ELECTROLYTIC MANGANESE METAL, FERRO CHROME, FERRO MANGANESE, FERRO SILICON, FERRO SILICON MAGNESIUM NODULARIZER, FERRO SILICON NITRIDE, FERROCHROME NITRIDE, HIGH CARBON SILICON, INOCULANT IN CASTING, MAGNESIUM INGOT, NITRIDED FERRO MANGANESE",ORES AND ALLOYS
"Beijing LY Metals and Mining Co.,LTD",China,"86 13810689562 
86-13522973512","wanghuiying51@hotmail.com lucia@longyuebj.com kevin@longyuebj.com 
flora@longyuebj.com","FESI,CASI",ORES AND ALLOYS
"ChangXing Ferroalloy Resources Co,.Ltd",China,86-18217175579,"helen@cxferroalloy.com
lang@cxferroalloy.com","FESI, CASI, CHROME ORE, GRAPHITE ELECTRODE, MANGANESE ORE, HCFEMN, HCFECR, FLUORSPAR, SIMN





",ORES AND ALLOYS
"Chemetalloys Ltd?trading office)
Guizhou Huachang Industries Co., Ltd(factoty)",China,+86 17585418637,judy.q@chemetalloys.com  ,"CASI, SICR, BASI, FESI, CR METAL, MN METAL, MG METAL, CA METAL,SILICON METAL,CASIBA
NODULIZER, INOCULANT, ELECTROLYTIC MANGANESE, REFINING SLAG, MULTI-ELEMENT ALLOY
",ORES AND ALLOYS
"Chongqing Changru Trade Co.,Ltd.,",China,86 131 6968 4836,lightning214@cqcrmetal.com,FESI,ORES AND ALLOYS
"Coalician Carbon & Coke Co., Ltd",China,86-18909503714,lee@coalician.com,"
ELECTROLYTIC MANGANESE METAL FLAKE, ELECTROLYTIC MANGANESE METAL LUMP, MANGANESE METAL BRIQUETTES, FESI, FECR





",ORES AND ALLOYS
"Dometar Metal Co., Ltd",China,86-15317935715,"sales@dometar.com
hailicarbon@yandex.com","CALCINED ANTHRACITE COAL, CALCINED PETROLEUM COKE, GRAPHITE PETROLEUM COKE, POTASSIUM HUMATE, ELECTRICALLY CALCINED ANTHRACITE COAL, SODIUM HUMATE, POTASSIUM FULVIC ACID, FOUNDRY COKE, SEMI COKE, SILICON CARBIDE, FESI, ANTHRACITE FILTER MEDIA, METALLURGICAL COKE",ORES AND ALLOYS
EAI (East Asia Corporation Limited),China,86 13823743824,george@eaimetal.com,"FESI,SIMN",ORES AND ALLOYS
Eastop,China,86-28-85369961,info@eastopsc.com,"
ALUMINIUM INGOT, WOLFRAMITE, FLUORSPAR LUMP, SILICON METAL, FOUNDRY COKE, FLUORSPAR POWDER, FERRO CHROME, CARBON RAISER, FERRO SILICON GRADE B, ELECTROLYTIC COPPER, FOUNDRY PIG IRON, STEEL MAKING PIG IRON, HIGH TITANIUM SLAG, FERRO SILICON, ANTHRACITE COAL, COAL BRIQUETTE, MOLYBDENUM CONCENTRATE, SILICON CARBIDE, SILICON CARBIDE MASS, SEMI COKE, METALLURGICAL COKE",ORES AND ALLOYS
Feng Erda Group,China,86 17863227516,china_d@fengerda.com,FESI,ORES AND ALLOYS
"Guizhou Nine Dragon Alloys., Ltd",China,86 13500780630,lilyx@dragonnorthwest.com,"FERRO SILICON, CARBURIZER, SILICON MANGANESE ALLOYS, BARIUM-SILICON, NODULIZER, STRONTIUM SILICON, CALCIUM SILICON, MAGNESIUM SILICON, FEMN, FECR, FERRO MOLYBDENUM",ORES AND ALLOYS
"Hainan Kris Trading Co., Ltd",China,"86 13201867379
86-15717098667","mani@hnkris.com
yilia@hnkris.com
tina@hnkris.com","FESI,SIMETAL,FECR",ORES AND ALLOYS
"Hainan West Asia Import and Export Group Co., Ltd",China,"86-16689780979
86 166 8972 1585
86 18976301609
86-16689721585","marina@wasiatrade.com
sales09@wasiatrade.com
merchant@wasiatrade.com
purchase@wasiatrade.com
info@wasiatrade.com
sales09@wasiatrade.com","FETI, FESI, SILICON METAL, CARBURIZER, RECARBURIZER, SILICON CARBIDE, SILICON BALLS, SILICON-CARBON ALLOYS, CALCIUM SILICON, METALLURGICAL COKE GRAINS",ORES AND ALLOYS
"Henan Bright Alloys Co.,Ltd",China,86 18637293997,02@brightalloys.com,FESI,ORES AND ALLOYS
"Henan Guorui Metallurgical Refractories Co,. Ltd ( Hongxi Industrial Co,. Ltd)",China,86-18317777489,grmetallurgy6@gmail.com,"FESI, CASI, SIMN, FEMN ALLOY, BRIQUETTE CARBON FESIBA, FESIMG, HC SILICON, METAL SI",ORES AND ALLOYS
"Henan Hengqiang Metallurgical Co., Ltd.",China,"86-18003725336
86-15083009800",hsalloy@hotmail.com tony@ayhsyn.com ,"CARBON ADDITIVE, SILICON CARBIDE, CALCIUM ALUMINATE, FERRO SILICON, FERRO CHROMIUM, BARIUM SILICON, SILICON ALUMINUM, CALCIUM SILICON BARIUM, CALCIUM SILICON BARIUM ALUMINUM, CALCIUM SILICON MANGANESE, HIGH CARBON SILICON, SILICON METAL, FERRO SILICON MAGNESIUM, HIGH MAGNESIUM, INOCULANT:- CALCIUM SILICON BARIUM, ZIRCONIUM SILICON, ALUMINIUM BALL, STEEL ALUMINIUM, ALUMINIUM SCRAP, ALUMINIUM CAKE, CALCIUM METAL GRAINS, PURE CALCIUM CORED WIRE,FERRO SILICON BRIQUETTES, SILICON BALL, SILICON CARBIDE BALL, ALLOY SLAG:- SILICON SLAG, FERRO SILICON SLAG, MANGANESE-RICH SLAG, CORED WIRE",ORES AND ALLOYS
"Henan Transtrong Casting Material Co., Ltd",China,86-15737211113,joyce@hncczz.com,"FERRO SILICON
FERRO CHROME
INOCULANTS ( FESIBA, FESIAL, FESIZR, CASIBA, ETC MANUFACTURER)
NODULANTS ( FESIMG MANUFACTURER)
SILICON CARBIDE
CARBON RAISER(GPC, CPC, CAC)
CORED WIRE ETC.",ORES AND ALLOYS
